Time	Action
946.350424278	Pressed SPACE
947.82236097	Pressed SPACE
948.848739966	Played excerpts/Block 2\s4003b-ex01_normed.wav
974.856127178	Played s4003b-ex01_question_normed.wav
980.830439536	Pressed SPACE
987.37438277	Pressed SPACE
988.402088266	Played excerpts/Block 2\s3301a-ex01_normed.wav
1014.40976955	Played s3301a-ex01_question_normed.wav
1018.84653663	Pressed SPACE
1021.35843718	Pressed SPACE
1026.73450823	Pressed SPACE
1027.26169699	Played excerpts/Block 3\s1501a-ex01_normed.wav
1071.27077887	Played s1501a-ex01_question_normed.wav
1078.43037449	Pressed SPACE
1079.88646856	Pressed SPACE
1080.91690957	Played excerpts/Block 3\s3301a-ex02_normed.wav
1118.92480674	Played s3301a-ex02_question_normed.wav
1124.54243483	Pressed SPACE
1128.19046612	Pressed SPACE
1129.21781342	Played excerpts/Block 3\s1303a-ex02_normed.wav
1159.2263419	Played s1303a-ex02_question_normed.wav
1167.31053451	Pressed SPACE
1169.34240013	Pressed SPACE
1170.37300262	Played excerpts/Block 3\s1001a-ex01_normed.wav
1212.38206124	Played s1001a-ex01_question_normed.wav
1217.43845178	Pressed SPACE
1218.91043037	Pressed SPACE
1219.94953221	Played excerpts/Block 3\s3201a-ex01_normed.wav
1297.96117025	Played s3201a-ex01_question_normed.wav
1305.93458789	Pressed SPACE
1313.64658573	Pressed SPACE
1314.67540414	Played excerpts/Block 3\s3703b-ex01_normed.wav
1350.68629666	Played s3703b-ex01_question_normed.wav
1358.59049667	Pressed SPACE
1364.12652281	Pressed SPACE
1365.15557882	Played excerpts/Block 3\s1401a-ex02_normed.wav
1402.16406617	Played s1401a-ex02_question_normed.wav
1413.27863592	Pressed SPACE
1420.73458794	Pressed SPACE
1421.7627924	Played excerpts/Block 3\s3903b-ex02_normed.wav
1454.77022637	Played s3903b-ex02_question_normed.wav
1461.40655396	Pressed SPACE
1471.71053287	Pressed SPACE
1472.7435947	Played excerpts/Block 3\catalan-m02_normed.wav
1524.75321667	Played catalan-m02_question_normed.wav
1531.21468444	Pressed SPACE
1535.2145687	Pressed SPACE
1548.36653491	Pressed SPACE
1548.89094166	Played excerpts/Block 4\catalan-f02_normed.wav
1592.90072383	Played catalan-f02_question_normed.wav
1601.87074218	Pressed SPACE
1605.93465406	Pressed SPACE
1606.96318478	Played excerpts/Block 4\s3902a-ex01_normed.wav
1638.97081573	Played s3902a-ex01_question_normed.wav
1645.83870716	Pressed SPACE
1650.67062164	Pressed SPACE
1651.70496168	Played excerpts/Block 4\s2102a-ex03_normed.wav
1697.71371805	Played s2102a-ex03_question_normed.wav
1701.11873729	Pressed SPACE
1702.31859033	Pressed SPACE
1703.35101982	Played excerpts/Block 4\s1604a-ex01_normed.wav
1750.35915332	Played s1604a-ex01_question_normed.wav
1756.9107063	Pressed SPACE
1759.47061428	Pressed SPACE
1760.5041715	Played excerpts/Block 4\s0202b-ex01_normed.wav
1817.51398841	Played s0202b-ex01_question_normed.wav
1822.57477949	Pressed SPACE
1827.74265092	Pressed SPACE
1828.76835415	Played excerpts/Block 4\s3102b-ex01_normed.wav
1849.77542557	Played s3102b-ex01_question_normed.wav
1854.71875579	Pressed SPACE
1857.29468217	Pressed SPACE
1858.33054876	Played excerpts/Block 4\s2801a-ex01_normed.wav
1919.34027676	Played s2801a-ex01_question_normed.wav
1924.60666428	Pressed SPACE
1927.48676732	Pressed SPACE
1928.51665751	Played excerpts/Block 4\s3802a-ex01_normed.wav
1963.5248025	Played s3802a-ex01_question_normed.wav
1971.66287623	Pressed SPACE
1974.46280474	Pressed SPACE
1975.49126138	Played excerpts/Block 4\s0702a-ex01_normed.wav
2006.49847026	Played s0702a-ex01_question_normed.wav
2012.06282426	Pressed SPACE
2013.13485048	Pressed SPACE
2029.24689038	Pressed SPACE
2029.77595648	Played excerpts/Block 5\s1401b-ex01_normed.wav
2084.78511474	Played s1401b-ex01_question_normed.wav
2089.24687403	Pressed SPACE
2090.60679713	Pressed SPACE
2091.6347221	Played excerpts/Block 5\s0802b-ex01_normed.wav
2121.64391255	Played s0802b-ex01_question_normed.wav
2127.07087856	Pressed SPACE
2132.22282381	Pressed SPACE
2133.25591017	Played excerpts/Block 5\s1703b-ex01_normed.wav
2187.26607838	Played s1703b-ex01_question_normed.wav
2192.47892585	Pressed SPACE
2194.55893457	Pressed SPACE
2195.59221075	Played excerpts/Block 5\s0203b-ex01_normed.wav
2238.60072901	Played s0203b-ex01_question_normed.wav
2244.54285434	Pressed SPACE
2248.12696915	Pressed SPACE
2249.15491276	Played excerpts/Block 5\s1202b-ex01_normed.wav
2284.16286001	Played s1202b-ex01_question_normed.wav
2297.29489806	Pressed SPACE
2299.10294142	Pressed SPACE
2300.12855931	Played excerpts/Block 5\s1503a-ex01_normed.wav
2317.13447976	Played s1503a-ex01_question_normed.wav
2323.37495839	Pressed SPACE
2324.44701066	Pressed SPACE
2325.47921353	Played excerpts/Block 5\catalan-m03_normed.wav
2376.48851972	Played catalan-m03_question_normed.wav
2382.33490766	Pressed SPACE
2387.42289274	Pressed SPACE
2388.45704755	Played excerpts/Block 5\s1103a-ex01_normed.wav
2443.46603387	Played s1103a-ex01_question_normed.wav
2448.62296653	Pressed SPACE
2449.95108405	Pressed SPACE
2450.98091087	Played excerpts/Block 5\s3003a-ex01_normed.wav
2484.98831265	Played s3003a-ex01_question_normed.wav
2489.90289037	Pressed SPACE
2491.90291541	Pressed SPACE
2670.67990458	Clicked QUIT
